source,competition_id,competition_source_id,season_id,season_name,match_id,team_id,team_source_id,player_source_id,minutes_played,touches,progressive_carries,progressive_passes,progressive_actions_per90,pass_completion_pct,dribble_success_pct,touch_quality,pressure_actions_per90,sprints_per90,tackles_won_per90,interceptions_per90,ball_recoveries_per90,xg,xa,xg_xa_per90,shot_creation_actions,final_third_entries,aerial_duel_win_pct,pressure_regains
statsbomb,1,43,1,2022,1,2,777,105943,95.98333333333333,82,1,23,22.50390692828616,68.42105263157895,0.0,0.0,0.0,1.87532557735718,0.0,0.0,5.62597673207154,0.0,0.0,0.0,7,7,0.0,0
statsbomb,1,43,1,2022,1,2,777,105944,8.9,1,0,0,0.0,100.0,0.0,0.0,30.33707865168539,0.0,0.0,10.112359550561797,0.0,0.0,0.0,0.0,0,0,0.0,0
statsbomb,1,43,1,2022,1,2,777,128793,15.766666666666667,9,0,2,11.416490486257928,50.0,0.0,0.0,11.416490486257928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0
statsbomb,1,43,1,2022,1,2,777,16352,79.98333333333333,98,0,3,3.375703271514899,83.33333333333334,50.0,0.030612244897959183,22.504688476765992,0.0,1.1252344238382996,0.0,3.375703271514899,0.5930872340000001,0.0,0.6673621720358409,5,1,0.0,4
statsbomb,1,43,1,2022,1,2,777,23910,79.98333333333333,91,5,8,14.628047509897895,76.0,100.0,0.01098901098901099,10.127109814544697,5.626172119191498,0.0,1.1252344238382996,4.5009376953531985,0.139569514,0.0,0.1570484216711815,10,6,0.0,1
statsbomb,1,43,1,2022,1,2,777,30681,95.98333333333333,105,2,20,20.62858135092898,61.36363636363637,50.0,0.01904761904761905,14.06494183017885,1.87532557735718,0.93766278867859,1.87532557735718,3.75065115471436,0.0,0.0,0.0,14,9,0.0,5
statsbomb,1,43,1,2022,1,2,777,32450,93.96666666666667,114,0,14,13.409010287335935,84.78260869565217,0.0,0.0,6.7045051436679675,0.0,0.0,1.9155728981908478,4.7889322454771195,0.0,0.0,0.0,3,1,0.0,1
statsbomb,1,43,1,2022,1,2,777,3557,27.916666666666668,36,1,1,6.447761194029851,60.0,100.0,0.05555555555555555,9.671641791044776,6.447761194029851,0.0,3.2238805970149254,9.671641791044776,0.0,0.0,0.0,7,1,0.0,0
statsbomb,1,43,1,2022,1,2,777,35592,66.98333333333333,71,2,5,9.405324707638716,70.83333333333334,100.0,0.014084507042253521,14.779795969146553,1.3436178153769593,0.0,0.0,2.6872356307539187,0.0,0.0,0.0,13,4,0.0,0
statsbomb,1,43,1,2022,1,2,777,3767,93.98333333333333,90,0,11,10.533782585564817,85.71428571428571,100.0,0.0,20.109948572441922,0.9576165986877105,0.0,0.0,8.618549388189395,0.10099208700000001,0.0,0.09671169884731336,2,1,0.0,2
statsbomb,1,43,1,2022,1,2,777,44955,87.98333333333333,122,3,11,14.320894108732714,82.22222222222221,50.0,0.01639344262295082,9.206289069899602,4.09168403106649,1.0229210077666224,3.0687630232998675,7.160447054366357,0.06712157,0.0,0.0686600640272779,9,6,0.0,2
statsbomb,1,43,1,2022,1,2,777,50988,9.816666666666666,7,0,0,0.0,100.0,0.0,0.0,9.168081494057725,0.0,0.0,9.168081494057725,0.0,0.0,0.0,0.0,0,0,0.0,0
statsbomb,1,43,1,2022,1,2,777,5650,7.566666666666666,6,0,2,23.78854625550661,50.0,0.0,0.0,35.68281938325991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
statsbomb,1,43,1,2022,1,2,777,5651,97.96666666666667,141,0,20,18.373596461381425,84.90566037735849,0.0,0.0,8.26811840762164,2.7560394692072134,0.0,0.0,0.9186798230690711,0.046073906,0.0,0.042327167812181016,4,4,0.0,1
statsbomb,1,43,1,2022,1,2,777,5655,93.98333333333333,107,1,18,18.1947153750665,75.60975609756098,0.0,0.009345794392523364,2.8728497960631314,0.9576165986877105,0.9576165986877105,0.0,4.788082993438553,0.059058707,0.0,0.056555598120234085,10,8,0.0,1
statsbomb,1,43,1,2022,1,2,777,9236,87.98333333333333,86,0,8,8.18336806213298,77.41935483870968,0.0,0.046511627906976744,14.320894108732714,0.0,1.0229210077666224,1.0229210077666224,2.045842015533245,0.0540321,0.0,0.05527057018374692,7,2,0.0,2
statsbomb,1,43,1,2022,2,4,772,,97.91666666666667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
statsbomb,1,43,1,2022,2,4,772,11748,94.91666666666667,88,0,17,16.119402985074625,100.0,0.0,0.0,0.0,0.948200175592625,0.0,0.0,1.89640035118525,0.0,0.0,0.0,0,0,0.0,0
statsbomb,1,43,1,2022,2,4,772,133353,67.95,136,3,2,6.62251655629139,91.11111111111111,33.33333333333333,0.022058823529411766,14.569536423841058,3.9735099337748343,1.324503311258278,0.0,5.298013245033112,0.0,0.0,0.0,10,3,0.0,4
statsbomb,1,43,1,2022,2,4,772,16532,94.98333333333333,165,5,6,10.422881207229338,78.72340425531915,42.857142857142854,0.04242424242424243,11.370415862432004,4.737673276013336,0.0,0.0,3.7901386208106684,0.252609837,0.0,0.23935657480259695,27,4,0.0,5
statsbomb,1,43,1,2022,2,4,772,30486,96.98333333333333,384,4,37,38.04777453170648,89.92248062015504,0.0,0.0078125,13.919917511599932,3.711978003093315,0.9279945007733288,0.9279945007733288,10.207939508506616,0.0,0.0,0.0,65,27,0.0,4
